Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
coneflowers,Coneflower (Echinacea Sombrero® Lemon Yellow Improved),https://garden.org/plants/view/770811/Coneflower-Echinacea-Sombrero-Lemon-Yellow-Improved/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Other: Cut back faded flowers to ensure more flowering throughout the season.","Showy, Fragrant",,Perennial,"Patent/Plant Breeders' Rights: PPAF US7,982,110; EU PBRAF",Herb/Forb,"Deer Resistant, Drought tolerant",,,Full Sun to Partial Shade,"Cut Flower, Dried Flower","Bees, Birds, Butterflies","Yellow, Other: Bright yellow with a copper cone",,22 - 24 inches,,,,18 - 22 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,,,
coneflowers,Coneflower (Echinacea 'Virgin'),https://garden.org/plants/view/180825/Coneflower-Echinacea-Virgin/,Suitable in 3 gallon or larger,"Summer, Late summer or early fall","Showy, Fragrant",,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun to Partial Shade,Cut Flower,Butterflies,White,,20 inches,,,,24 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
coralbells,Coral Bells (Heuchera Dolce® Blackberry Ice),https://garden.org/plants/view/640129/Coral-Bells-Heuchera-Dolce-Blackberry-Ice/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",,,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,Patent/Plant Breeders' Rights: PP26788; CPBR5099,Herb/Forb,Deer Resistant,,,,Groundcover,"Bees, Butterflies",,,,,,,,,,"Cuttings: Leaf, Division",,,
coralbells,Coral Bells (Heuchera micrantha 'Palace Purple'),https://garden.org/plants/view/92885/Coral-Bells-Heuchera-micrantha-Palace-Purple/,Suitable in 3 gallon or larger,"Spring, Summer",,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,"Deer Resistant, Salt tolerant",,,"Full Sun, Partial or Dappled Shade, Partial Shade to Full Shade",Groundcover,"Bees, Butterflies",White,,,,,,,,Zone 2 -45.6 °C (-50 °F) to -42.8 °C (-45°F),"Cuttings: Leaf, Division",,,
coralbells,Coral Bells (Heuchera 'Silver Scrolls'),https://garden.org/plants/view/76904/Coral-Bells-Heuchera-Silver-Scrolls/,Suitable in 3 gallon or larger,Late spring or early summer,Inconspicuous,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,Deer Resistant,,,Partial or Dappled Shade,Groundcover,"Bees, Butterflies, Hummingbirds","Pink, White",,16 inches,,,,8 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Leaf, Cuttings: Root, Division",,,
coralbells,Coral Bells (Heuchera 'Fire Alarm'),https://garden.org/plants/view/236177/Coral-Bells-Heuchera-Fire-Alarm/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Other: June, July, August",Inconspicuous,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,Patent/Plant Breeders' Rights: PP24525; EU37063,Herb/Forb,"Deer Resistant, Humidity tolerant, Drought tolerant",,Xeriscapic,"Full Sun to Partial Shade, Partial or Dappled Shade, Partial Shade to Full Shade","Provides winter interest, Groundcover","Bees, Butterflies, Hummingbirds",White,13 inches,14 inches,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Leaf, Division",,,
coralbells,Coral Bells (Heuchera 'Amethyst Myst'),https://garden.org/plants/view/76836/Coral-Bells-Heuchera-Amethyst-Myst/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Late spring or early summer,Inconspicuous,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,Deer Resistant,,,Partial or Dappled Shade,Groundcover,"Bees, Butterflies",Pink,,17 inches,,,,12 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Leaf, Division, Other: Leaf cuttings must include part of the petiole in order to root.   Root in moist vermiculite.",Will not come true from seed,,
coralbells,Coral Bells (Heuchera 'Mahogany'),https://garden.org/plants/view/76868/Coral-Bells-Heuchera-Mahogany/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Spring,Inconspicuous,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,Patent/Plant Breeders' Rights: PP19072; EU25282,Herb/Forb,"Deer Resistant, Humidity tolerant, Drought tolerant",,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies, Hummingbirds",White,,16 inches,,,,8 - 14 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Leaf, Division",,,
coralbells,San Gabriel Alumroot (Heuchera abramsii),https://garden.org/plants/view/130139/San-Gabriel-Alumroot-Heuchera-abramsii/,Suitable in 3 gallon or larger,,Inconspicuous,"Good fall color, Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,Deer Resistant,,,Partial or Dappled Shade,Groundcover,"Bees, Butterflies",Pink,,,,,,,,,"Cuttings: Leaf, Division",,,
coralbells,Coral Bells (Heuchera 'Mega Caramel'),https://garden.org/plants/view/746152/Coral-Bells-Heuchera-Mega-Caramel/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late spring or early summer, Summer, Late summer or early fall",Showy,"Good fall color, Unusual foliage color, Semi-evergreen, Other: Shades of apricot and yellow-orange with purple reverse.",Perennial,,Herb/Forb,Deer Resistant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,"Full Sun to Partial Shade, Partial or Dappled Shade, Partial Shade to Full Shade","Groundcover, Cut Flower","Bees, Butterflies",White,,,,,,18-20 inches (to 40 inches in flower),,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Leaf, Division",,,"Under 1"""
coralbells,Coral Bells (Heuchera sanguinea 'Ruby Bells'),https://garden.org/plants/view/76900/Coral-Bells-Heuchera-sanguinea-Ruby-Bells/,"Suitable in 1 gallon, Suitable in 3 gallon or larger",Spring,Inconspicuous,"Good fall color, Unusual foliage color, Evergreen, Semi-evergreen",Perennial,,Herb/Forb,Deer Resistant,,,Partial Shade to Full Shade,Groundcover,"Bees, Butterflies, Hummingbirds",Red,,,,,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Cuttings: Leaf, Cuttings: Root, Division",Suitable for wintersowing,,
corn,Triple Sweet Corn (Zea mays 'Alto'),https://garden.org/plants/view/798329/Triple-Sweet-Corn-Zea-mays-Alto/,Not suitable for containers,,,,Annual,,Grass/Grass-like,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,12- 15 inches,,,,5- 6 feet,Edible to birds,,,Sow in situ,,
corn,Corn (Zea mays subsp. mays),https://garden.org/plants/view/79604/Corn-Zea-mays-subsp-mays/,Not suitable for containers,,,,,,Grass/Grass-like,,,,Full Sun,,,,,,,,,,Edible to birds,,,Sow in situ,,
corn,Popcorn (Zea mays subsp. mays 'Glass Gem'),https://garden.org/plants/view/613204/Popcorn-Zea-mays-subsp-mays-Glass-Gem/,Not suitable for containers,,,,,,Grass/Grass-like,,,,Full Sun,,,,,,,,,,Edible to birds,,,Sow in situ,,
corn,Flint Corn (Zea mays subsp. mays 'Indian Ornamental'),https://garden.org/plants/view/108855/Flint-Corn-Zea-mays-subsp-mays-Indian-Ornamental/,Not suitable for containers,,,,,,Grass/Grass-like,,,,Full Sun,,,,,,,,,,Edible to birds,,,Sow in situ,,
corn,Corn (Zea mays subsp. mays 'Jackpot'),https://garden.org/plants/view/125150/Corn-Zea-mays-subsp-mays-Jackpot/,Not suitable for containers,,,,,,Grass/Grass-like,,,,Full Sun,,,,,,,,,,Edible to birds,,,Sow in situ,,
corn,Sweet Corn (Zea mays 'Essence'),https://garden.org/plants/view/788868/Sweet-Corn-Zea-mays-Essence/,Not suitable for containers,,,,Annual,,Grass/Grass-like,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,12- 15 inches,,,,6-7 feet,Edible to birds,,,Sow in situ,,
crepe-myrtles,Crape Myrtle (Lagerstroemia indica 'Hopi'),https://garden.org/plants/view/77412/Crape-Myrtle-Lagerstroemia-indica-Hopi/,Not suitable for containers,"Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Powdery Mildew, Humidity tolerant, Drought tolerant, Salt tolerant",,"Street Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",,,,,,,,,,"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crepe Myrtle (Lagerstroemia Pink Velour®),https://garden.org/plants/view/97853/Crepe-Myrtle-Lagerstroemia-Pink-Velour/,Not suitable for containers,"Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Humidity tolerant, Drought tolerant, Salt tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)","Street Tree, Patio/Ornamental/Small Tree, Xeriscapic",Full Sun,"Windbreak or Hedge, Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",Pink,,4 to 6 feet,,,,"6 to 12 feet, or taller if not pruned",,Zone 6b -20.6 °C (-5 °F) to -17.8 °C (0 °F),"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crepe Myrtle (Lagerstroemia 'Natchez'),https://garden.org/plants/view/97831/Crepe-Myrtle-Lagerstroemia-Natchez/,Not suitable for containers,"Spring, Late spring or early summer, Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Powdery Mildew, Humidity tolerant, Drought tolerant, Salt tolerant",,"Street Tree, Xeriscapic","Full Sun, Full Sun to Partial Shade","Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",White,,30 to 35 feet (9-10 m),,,,25 to 30 feet (7.5-9 m),,,"Cuttings: Stem, Cuttings: Tip, Cuttings: Cane, Cuttings: Root, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Japanese Crepe Myrtle (Lagerstroemia fauriei 'Fantasy'),https://garden.org/plants/view/97808/Japanese-Crepe-Myrtle-Lagerstroemia-fauriei-Fantasy/,Not suitable for containers,"Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Powdery Mildew, Humidity tolerant, Drought tolerant, Salt tolerant",,"Street Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",,,,,,,,,,"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crepe Myrtle (Lagerstroemia 'Ebony Flame'),https://garden.org/plants/view/542523/Crepe-Myrtle-Lagerstroemia-Ebony-Flame/,Not suitable for containers,"Late spring or early summer, Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Humidity tolerant, Drought tolerant, Salt tolerant",,"Street Tree, Patio/Ornamental/Small Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",Red,,8 feet,,((Whit VII x Arapaho) x Chocolate Mocha),,10 - 12 feet,,,"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crepe Myrtle (Lagerstroemia 'Zuni'),https://garden.org/plants/view/77424/Crepe-Myrtle-Lagerstroemia-Zuni/,Not suitable for containers,"Summer, Late summer or early fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Powdery Mildew, Humidity tolerant, Drought tolerant, Salt tolerant",,"Street Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",Lavender,,,,(Dwarf Red x L. fauriei) X Low Flame,,,,,"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crape Myrtle (Lagerstroemia indica Red Rocket®),https://garden.org/plants/view/88183/Crape-Myrtle-Lagerstroemia-indica-Red-Rocket/,Not suitable for containers,"Summer, Late summer or early fall, Fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Powdery Mildew, Humidity tolerant, Drought tolerant, Salt tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)","Street Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects",Red,,15 - 20 feet,,,one child plant,15 - 20 feet,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crepe-myrtles,Crepe Myrtle (Lagerstroemia indica 'Peppermint Lace'),https://garden.org/plants/view/97841/Crepe-Myrtle-Lagerstroemia-indica-Peppermint-Lace/,Not suitable for containers,"Summer, Late summer or early fall, Fall","Showy, Blooms on new wood","Good fall color, Deciduous",Perennial,Tolerates poor soil,"Shrub, Tree","Deer Resistant, Rabbit Resistant, Humidity tolerant, Drought tolerant, Salt tolerant","Strongly acid (5.1 – 5.5), Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)","Street Tree, Patio/Ornamental/Small Tree, Xeriscapic",Full Sun,"Provides winter interest, Shade Tree, Flowering Tree, Will Naturalize","Bees, Butterflies, Other Beneficial Insects: nectar & pollen gathering insects","Bi-Color: Deep pink, edged in white",,15 to 20 feet,,,,15 to 20 feet,,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),"Cuttings: Stem, Cuttings: Tip, Division","Sow in situ, Can handle transplanting, Other info: Days to germinate: 2 to 3 weeks. Can be planted in potting medium.",,"1""-2"""
crinums,Crinum 'Milk and Wine',https://garden.org/plants/view/240724/Crinum-Milk-and-Wine/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crinums,Crinum Lily (Crinum 'Stars and Stripes'),https://garden.org/plants/view/228568/Crinum-Lily-Crinum-Stars-and-Stripes/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crinums,St.Christopher Lily (Crinum jagus),https://garden.org/plants/view/76121/St-Christopher-Lily-Crinum-jagus/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crinums,Milk and Wine Lily (Crinum fimbriatulum),https://garden.org/plants/view/112399/Milk-and-Wine-Lily-Crinum-fimbriatulum/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crinums,Crinums (Crinum),https://garden.org/plants/view/76120/Crinums-Crinum/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crinums,Crinum 'Marisco',https://garden.org/plants/view/544046/Crinum-Marisco/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Cut Flower, Will Naturalize","Bees, Butterflies, Hummingbirds",,,,,,,,,,"Offsets, Bulbs, Other: some old and established bulbs can be huge, weighing up to 40 lbs; crinums do not like transplanting","Start indoors, Other info: first flowering when grown from seed usually occurs in 3-8 years",Other: All parts are poisonous if ingested,
crocus,Crocus,https://garden.org/plants/view/242588/Crocus/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Will Naturalize,,,,,,,,,,,Offsets,,,
crocus,Crocus 'Deep Water',https://garden.org/plants/view/821615/Crocus-Deep-Water/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Will Naturalize,,,,,,,,,,,Offsets,,,
crocus,Saffron Crocus (Crocus sativus),https://garden.org/plants/view/87702/Saffron-Crocus-Crocus-sativus/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots",Fall,Showy,,Perennial,Tolerates poor soil,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Will Naturalize",,Purple,,,,,,6 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Offsets,,,
crocus,Crocus (Crocus chrysanthus 'Ladykiller'),https://garden.org/plants/view/242559/Crocus-Crocus-chrysanthus-Ladykiller/,,Late winter or early spring,Showy,Spring ephemeral,Perennial,,Herb/Forb,,,,Full Sun,Will Naturalize,,,,,,,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Offsets,,,
crocus,Spring Crocus (Crocus versicolor 'Picturatus'),https://garden.org/plants/view/173249/Spring-Crocus-Crocus-versicolor-Picturatus/,,Late winter or early spring,Showy,Spring ephemeral,Perennial,,Herb/Forb,,,,Full Sun,Will Naturalize,,,,,,,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Offsets,,,
cucumbers,Cucumber (Cucumis sativus 'Early Cluster'),https://garden.org/plants/view/123513/Cucumber-Cucumis-sativus-Early-Cluster/,,,,,,,Vine,,,,Full Sun,Vegetable,Bees,Yellow,,,,,,,,,,Self fertile,,"Under 1"""
cucumbers,Cucumber (Cucumis sativus 'Artist'),https://garden.org/plants/view/803519/Cucumber-Cucumis-sativus-Artist/,,,,,,,Vine,,,,Full Sun,Vegetable,Bees,Yellow,,,,,,,,,,Self fertile,,"Under 1"""
cucumbers,Cucumber (Cucumis sativus 'Double Yield'),https://garden.org/plants/view/164520/Cucumber-Cucumis-sativus-Double-Yield/,,,,,,,Vine,,,,Full Sun,Vegetable,Bees,Yellow,,,,,,,,,,Self fertile,,"Under 1"""
cucumbers,Cucumber (Cucumis sativus 'Lemon'),https://garden.org/plants/view/117813/Cucumber-Cucumis-sativus-Lemon/,,,,,,,Vine,,,,Full Sun,Vegetable,Bees,Yellow,,,,,,,,,,Self fertile,,"Under 1"""
cucumbers,Cucumber (Cucumis sativus 'Marketmore 76'),https://garden.org/plants/view/117828/Cucumber-Cucumis-sativus-Marketmore-76/,,"Summer, Late summer or early fall",,,,,Vine,Powdery Mildew,,,Full Sun,Vegetable,Bees,Yellow,,4-6 feet,,,,,,,,"Self fertile, Days to germinate: 4-10, Depth to plant seed: 1/2 -1'', Sow in situ, Start indoors, Other info: 60-70 days to picking",,"Under 1"""
cucumbers,Japanese Cucumber (Cucumis sativus 'Southern Delight'),https://garden.org/plants/view/123948/Japanese-Cucumber-Cucumis-sativus-Southern-Delight/,,,,,,,Vine,,,,Full Sun,Vegetable,Bees,Yellow,,,,,,,,,,Self fertile,,"Under 1"""
sage,Culinary Sages (Salvia officinalis),https://garden.org/plants/view/4663/Culinary-Sages-Salvia-officinalis/,Needs excellent drainage in pots,"Late spring or early summer, Summer",Showy,"Unusual foliage color, Fragrant",Perennial,Tolerates poor soil,Shrub,"Deer Resistant, Drought tolerant","Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb, Will Naturalize, Suitable as Annual","Bees, Butterflies",Blue,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Layering",,,"Under 1"""
sage,Golden Sage (Salvia officinalis 'Aurea'),https://garden.org/plants/view/78854/Golden-Sage-Salvia-officinalis-Aurea/,Needs excellent drainage in pots,"Late spring or early summer, Summer, Other: May - June",Showy,"Unusual foliage color, Evergreen, Fragrant, Variegated, Other: Wrinkled",Perennial,Tolerates poor soil,Shrub,"Deer Resistant, Drought tolerant","Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",Xeriscapic,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb, Will Naturalize, Suitable as Annual","Bees, Butterflies","Blue, Lavender, Other: Lavender-blue",,18 - 24 inches,,,,12 - 18 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Layering",,,"Under 1"""
sage,Common Sage (Salvia officinalis 'Tricolor'),https://garden.org/plants/view/78858/Common-Sage-Salvia-officinalis-Tricolor/,Needs excellent drainage in pots,"Late spring or early summer, Summer",Showy,"Unusual foliage color, Fragrant",Perennial,Tolerates poor soil,Shrub,"Deer Resistant, Drought tolerant","Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb, Will Naturalize, Suitable as Annual","Bees, Butterflies",Blue,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Layering",,,"Under 1"""
sage,Garden Sage (Salvia officinalis 'Robert Grimm'),https://garden.org/plants/view/800937/Garden-Sage-Salvia-officinalis-Robert-Grimm/,Needs excellent drainage in pots,"Late spring or early summer, Summer",Showy,"Unusual foliage color, Fragrant",Perennial,Tolerates poor soil,Shrub,"Deer Resistant, Drought tolerant","Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb, Will Naturalize, Suitable as Annual","Bees, Butterflies",Blue,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Layering",,,"Under 1"""
ribes,Red Currant (Ribes rubrum 'Red Lake'),https://garden.org/plants/view/78740/Red-Currant-Ribes-rubrum-Red-Lake/,Suitable in 3 gallon or larger,"Spring, Late spring or early summer",Inconspicuous,Deciduous,Perennial,,Shrub,,Neutral (6.6 – 7.3),Espalier,"Full Sun, Full Sun to Partial Shade",,,Green,,3 - 4 feet,RHS AGM,,,4 - 6 feet,"Showy, Edible to birds",Zone 6b -20.6 °C (-5 °F) to -17.8 °C (0 °F),Cuttings: Stem,Self fertile,,"Under 1"""
ribes,Gooseberry (Ribes uva-crispa 'Hinnonmaki Rod'),https://garden.org/plants/view/78743/Gooseberry-Ribes-uva-crispa-Hinnonmaki-Rod/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Spring,Inconspicuous,Deciduous,Perennial,With thorns/spines/prickles/teeth,Shrub,"Deer Resistant, Rabbit Resistant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,"Full Sun, Full Sun to Partial Shade",Windbreak or Hedge,"Birds, Butterflies",Other: Greenish-yellow,,3 to 6 feet,,,,2 to 5 feet,"Showy, Edible to birds, Other: Large green berries maturing to red",Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Stem,Self fertile,,
ribes,Red Flowering Currant (Ribes sanguineum 'Brocklebankii'),https://garden.org/plants/view/533761/Red-Flowering-Currant-Ribes-sanguineum-Brocklebankii/,,,,,,,,,,,,,,,,,,,,,,,,,,
ribes,Fuchsia Flowering Currant (Ribes speciosum),https://garden.org/plants/view/84748/Fuchsia-Flowering-Currant-Ribes-speciosum/,,"Late winter or early spring, Spring",,Deciduous,Perennial,"Tolerates poor soil, With thorns/spines/prickles/teeth, Dioecious, Goes Dormant",Shrub,"Deer Resistant, Gophers/Voles, Tolerates dry shade, Drought tolerant","Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Xeriscapic,Partial or Dappled Shade,,"Bees, Birds, Hummingbirds",Red,,4 feet,,,,3 1/2 feet,Edible to birds,Zone 7b -15 °C (5 °F) to -12.2 °C (10 °F),,,,"Under 1"""
ribes,White Currant (Ribes rubrum 'White Versailles'),https://garden.org/plants/view/140583/White-Currant-Ribes-rubrum-White-Versailles/,,,,,,,,,,,,,,,,,,,,,,,,Self fertile,,
ribes,Gooseberry (Ribes uva-crispa),https://garden.org/plants/view/87768/Gooseberry-Ribes-uva-crispa/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Spring,,Deciduous,Perennial,With thorns/spines/prickles/teeth,Shrub,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,"Full Sun, Full Sun to Partial Shade",Will Naturalize,"Bees, Birds, Butterflies",Other: Pinkish-yellow,,3 to 5 feet,,,,3 to 5 feet,"Showy, Edible to birds, Other: 1/2 to 1 inch, furry green berries, maturing to red",Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,Self fertile,Other: Leaves contain the toxin hydrogen cyanide,"Under 1"""
